,Date,Country,City,Perpetrator,Fatalities,Injured,Target
325,2019-12-16,Yemen,Wadi Hassan,Unknown,0,1,Terrorists/Non-state Militia
326,2019-12-16,Afghanistan,Kandahar,Unknown,2,2,Police
327,2019-12-16,Afghanistan,Khwaja Ghar district,Unknown,1,4,Government (General)
328,2019-12-16,Iraq,Mosul,Islamic State of Iraq and the Levant (ISIL),0,0,Military
329,2019-12-16,Greece,Athens,Iconoclastic Sect (suspected),0,0,"Police,Educational Institution"
330,2019-12-16,Cameroon,Bamenda,Separatists,Unknown,Unknown,Private Citizens & Property
331,2019-12-09,Cameroon,Jakiri,Separatists,0,0,"Government (General),Government (General)"
332,2019-12-16,Democratic Republic of the Congo,Kamango,Allied Democratic Forces (ADF),11,6,Private Citizens & Property
333,2019-12-15,Democratic Republic of the Congo,Mangala,Mai Mai Kyandenga Militia,Unknown,Unknown,"Military,Government (Diplomatic)"
334,2019-12-15,Central African Republic,Ippy district,Union for Peace in Central Africa (UPC),Unknown,Unknown,Military
335,2019-12-15,Iraq,Baghdad,Iran-backed militia,1,0,Private Citizens & Property
336,2019-12-15,Somalia,Bosaso,Al-Shabaab,1,0,Business
337,2019-12-15,Iraq,Nada,Islamic State of Iraq and the Levant (ISIL),4,2,Military
338,2019-12-15,Iraq,Wadi Zaytoun,Islamic State of Iraq and the Levant (ISIL),2,0,Police
339,2019-12-17,Nigeria,Chul,Boko Haram,Unknown,Unknown,Private Citizens & Property
340,2019-12-15,United Kingdom,Belfast,Unknown,0,0,Private Citizens & Property
341,2019-12-15,United Kingdom,Belfast,Unknown,0,0,Private Citizens & Property
342,2019-12-15,Somalia,Galkayo,Al-Shabaab,0,3,"Police,Private Citizens & Property"
343,2019-12-15,Iraq,Balad Ruz district,Islamic State of Iraq and the Levant (ISIL),3,4,Military
344,2019-12-15,Iraq,Nawfal,Islamic State of Iraq and the Levant (ISIL),2,1,Military
345,2019-12-15,Yemen,Durayhami district,Houthi extremists (Ansar Allah),9,17,Military
346,2019-12-15,Yemen,Altaweelah,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
347,2019-12-15,United Kingdom,Newtownabbey,Unknown,0,0,Private Citizens & Property
348,2019-12-15,Cameroon,Batibo,Separatists,0,0,Government (General)
349,2019-12-15,Philippines,Dimasalang Sur,Unknown,2,0,Government (General)
350,2019-12-15,Nigeria,Fuhe,Boko Haram,1,Unknown,Private Citizens & Property
351,2019-12-15,Afghanistan,Herat,Unknown,0,5,Business
352,2019-12-15,Afghanistan,Herat,Unknown,5,5,Police
353,2019-12-15,Democratic Republic of the Congo,Ntombi,Allied Democratic Forces (ADF),11,0,Private Citizens & Property
354,2019-12-15,Democratic Republic of the Congo,Baoba,Allied Democratic Forces (ADF),11,0,Private Citizens & Property
355,2019-12-14,Yemen,Abs district,Houthi extremists (Ansar Allah),1,1,Private Citizens & Property
356,2019-12-14,Colombia,San Nicolas,Revolutionary Armed Forces of Colombia (FARC) dissidents,0,0,Government (General)
357,2019-12-14,Democratic Republic of the Congo,Maluku,Mayi Mayi,2,Unknown,Military
358,2019-12-14,Yemen,Al-Musaqarah,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
359,2019-12-14,Yemen,Jabal Habashy district,Al-Islah Party,Unknown,Unknown,Private Citizens & Property
360,2019-12-14,Burkina Faso,Kantari,"Jamaat Nusrat al-Islam wal Muslimin (JNIM),Islamic State in the Greater Sahara (ISGS)",7,0,Private Citizens & Property
361,2019-12-14,Philippines,Villa Rey,New People's Army (NPA),1,2,"Military,Private Citizens & Property"
362,2019-12-14,Yemen,Radaa district,Houthi extremists (Ansar Allah),Unknown,Unknown,Business
363,2019-12-14,Philippines,Gumitan,New People's Army (NPA) (suspected),2,0,Government (General)
364,2019-12-14,Philippines,Lopez Jaena,Unknown,1,0,Private Citizens & Property
365,2019-12-14,Nigeria,Issele Mkpitime,Fulani extremists,0,0,Religious Figures/Institutions
366,2019-12-14,Iraq,Baghdad,Iran-backed militia,1,1,Private Citizens & Property
367,2019-12-14,Afghanistan,Herat,Unknown,1,0,Government (General)
368,2019-12-14,Afghanistan,Lewani Bazar,Taliban,23,1,Military
369,2019-12-14,Nepal,Sakhuwa Mahendranagar,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),3,3,"Private Citizens & Property,Police"
370,2019-12-14,Mali,Farako,Unknown,Unknown,Unknown,Government (General)
371,2019-12-13,Yemen,Shaykh Uthman,Unknown,0,1,Terrorists/Non-state Militia
372,2019-12-13,Yemen,Marib,Al-Islah Party,Unknown,1,Private Citizens & Property
373,2019-12-13,Iraq,Shirqat,Unknown,3,0,Private Citizens & Property
374,2019-12-13,Iraq,Baghdad,Kata'ib Hezbollah,Unknown,1,Private Citizens & Property
375,2019-12-13,Pakistan,Tank,Tehrik-i-Taliban Pakistan (TTP),2,0,Police
376,2019-12-13,Pakistan,Garwaki,Tehrik-i-Taliban Pakistan (TTP),2,6,"Police,Private Citizens & Property"
377,2019-12-13,Afghanistan,Herat,Unknown,3,0,"Utilities,Police"
378,2019-12-13,Indonesia,Salubanga,Mujahidin Indonesia Timur (MIT),1,0,"Police,Private Citizens & Property"
379,2019-12-13,Democratic Republic of the Congo,Unknown,Cooperative for the Development of the Congo (CODECO) militia,3,Unknown,"Government (General),Religious Figures/Institutions,Private Citizens & Property"
380,2019-12-13,Democratic Republic of the Congo,Beni,Allied Democratic Forces (ADF),6,0,Private Citizens & Property
381,2019-12-13,Pakistan,Mananwala,Unknown,0,1,Business
382,2019-12-13,Afghanistan,Bahrami Shahid district,Taliban,10,6,Private Citizens & Property
383,2019-12-13,Philippines,Libotan,"New People's Army (NPA),National Democratic Front-Bicol (NDF-Bicol)",4,14,"Police,Private Citizens & Property"
384,2019-12-12,India,Lohardaga district,Communist Party of India - Maoist (CPI-Maoist),1,1,Private Citizens & Property
385,2019-12-12,Yemen,Midi district,Houthi extremists (Ansar Allah),0,0,Unknown
386,2019-12-12,Afghanistan,Darwaz district,Taliban,15,Unknown,Military
387,2019-12-12,Colombia,Cali,Unknown,1,0,Private Citizens & Property
388,2019-12-12,Burkina Faso,Unknown,Unknown,8,Unknown,Private Citizens & Property
389,2019-12-12,Afghanistan,Bedaka,Taliban,7,0,Police
390,2019-12-12,India,Chabua,"Maoists,Popular Front of India (PFI)",0,0,Government (General)
391,2019-12-12,India,Chabua,"Maoists,Popular Front of India (PFI)",0,0,Government (General)
392,2019-12-12,Yemen,Malajim,Houthi extremists (Ansar Allah),3,0,Unknown
393,2019-12-12,Mozambique,Malangonha,Unknown,1,0,Private Citizens & Property
394,2019-12-12,Mozambique,Litapata,Unknown,2,0,Private Citizens & Property
395,2019-12-12,Greece,Athens,Mayhem Squads,0,0,Journalists & Media
396,2019-12-12,Greece,Athens,Mayhem Squads,0,0,Business
397,2019-12-12,Greece,Athens,Mayhem Squads,0,0,Business
398,2019-12-12,Greece,Athens,Mayhem Squads,0,0,Maritime
399,2019-12-12,Afghanistan,Shahr-e Safa,Taliban (suspected),7,0,Police
400,2019-12-12,Iraq,Samarra,Islamic State of Iraq and the Levant (ISIL),5,0,Terrorists/Non-state Militia
401,2019-12-12,Iraq,Samarra,Islamic State of Iraq and the Levant (ISIL),8,3,Terrorists/Non-state Militia
402,2019-12-12,Taiwan,Tainan,Unknown,0,0,Private Citizens & Property
403,2019-12-13,Iraq,Buhriz,Unknown,1,2,Private Citizens & Property
404,2019-12-12,Yemen,Unknown,Unknown,2,3,Military
405,2019-12-12,Nigeria,Magumeri,Boko Haram,15,Unknown,"Military,Police,Private Citizens & Property"
406,2019-12-12,Cameroon,Bamenda,Separatists,0,0,Government (General)
407,2019-12-12,India,Chintalnar,Maoists,2,1,"Police,Police,Military"
408,2019-12-12,Iraq,Baghdad,Unknown,0,2,Business
409,2019-12-12,Democratic Republic of the Congo,Katulu,Allied Democratic Forces (ADF),5,2,Private Citizens & Property
410,2019-12-12,Colombia,Cubara district,National Liberation Army of Colombia (ELN),0,3,"Private Citizens & Property,Military,Government (General)"
411,2019-12-11,Egypt,Gora,Unknown,0,0,Private Citizens & Property
412,2019-12-11,Afghanistan,Lashkar Gah,Taliban,1,0,Private Citizens & Property
413,2019-12-11,Yemen,Mahfad district,Unknown,Unknown,Unknown,Military
414,2019-12-11,Afghanistan,Dasht-e Kelagai,Taliban,2,0,Military
415,2019-12-11,Yemen,Unknown,Houthi extremists (Ansar Allah),7,16,Military
416,2019-12-11,Afghanistan,Taraqen,Unknown,4,5,Religious Figures/Institutions
417,2019-12-11,Nigeria,Egoro Naoka,Fulani extremists,1,0,Private Citizens & Property
418,2019-12-11,Afghanistan,Gomruk,Unknown,2,0,Private Citizens & Property
419,2019-12-11,Philippines,Mawab,Unknown,0,0,Journalists & Media
420,2019-12-11,United States,Franklin Lakes,Unknown,0,1,Religious Figures/Institutions
421,2019-12-11,Kenya,Mbwajumwali,Al-Shabaab (suspected),2,0,Government (General)
422,2019-12-11,Pakistan,Lakki Marwat district,Unknown,1,0,Private Citizens & Property
423,2019-12-11,Pakistan,Swat district,Unknown,1,1,Government (General)
424,2019-12-11,Cameroon,Widikum,Separatists (suspected),3,Unknown,Police
425,2019-12-11,Myanmar,Buthidaung district,Arakan Army (AA),1,Unknown,Private Citizens & Property
426,2019-12-11,Myanmar,Paukpyin,Unknown,Unknown,Unknown,Military
427,2019-12-10,Pakistan,Zakir Khel,Unknown,1,1,Private Citizens & Property
428,2019-12-11,Iraq,Baghdad,Unknown,0,0,Military
429,2019-12-11,Iraq,Baghdad,Kata'ib Hezbollah,0,0,Private Citizens & Property
430,2019-12-11,Pakistan,Zhob,Unknown,0,0,Business
431,2019-12-11,Democratic Republic of the Congo,Unknown,Cooperative for the Development of the Congo (CODECO) militia,9,0,Private Citizens & Property
432,2019-12-11,Afghanistan,Bagram,Taliban,9,76,"Business,Military,Private Citizens & Property"
433,2019-12-11,Somalia,Hidweyne,Al-Shabaab,5,Unknown,Military
434,2019-12-10,Burkina Faso,Sanmatenga district,Unknown,5,0,Private Citizens & Property
435,2019-12-10,Colombia,Socorro,National Liberation Army of Colombia (ELN),0,0,Private Citizens & Property
436,2019-12-10,Somalia,Mogadishu,Unknown,Unknown,Unknown,Military
437,2019-12-10,Syria,Shajarah,Unknown,1,0,Government (General)
438,2019-12-10,Somalia,unknown,Al-Shabaab,3,0,Private Citizens & Property
439,2019-12-10,Nigeria,Lassa,Boko Haram,Unknown,Unknown,Private Citizens & Property
440,2019-12-10,Yemen,Malajim,Houthi extremists (Ansar Allah),Unknown,0,Unknown
441,2019-12-10,Yemen,Hudaydah,Houthi extremists (Ansar Allah),Unknown,Unknown,Military
442,2019-12-10,Iraq,Amarah,Unknown,0,1,Military
443,2019-12-10,Iraq,Amarah,Unknown,0,1,Terrorists/Non-state Militia
444,2019-12-10,Iraq,Amarah,Unknown,0,1,Private Citizens & Property
445,2019-12-10,Iraq,Amarah,Unknown,0,1,Private Citizens & Property
446,2019-12-10,India,Gossaigaon,Anti-CAB activists,0,0,Transportation
447,2019-12-10,Iraq,Hatin,Islamic State of Iraq and the Levant (ISIL),0,2,Police
448,2019-12-10,Nepal,Chyangre,Unknown,0,0,Government (General)
449,2019-12-10,Nepal,Dhodlekhani,Unknown,0,0,Government (General)
450,2019-12-10,Nigeria,Gwandam,Boko Haram,Unknown,Unknown,Private Citizens & Property
451,2019-12-10,Nigeria,Kufa,Boko Haram,Unknown,Unknown,Private Citizens & Property
452,2019-12-10,Nigeria,Mussa,Boko Haram,Unknown,Unknown,Private Citizens & Property
453,2019-12-10,Nigeria,Rumirgo,Boko Haram,Unknown,Unknown,Private Citizens & Property
454,2019-12-10,Cameroon,Werwack,Boko Haram,5,0,Business
455,2019-12-10,United Kingdom,Loughinisland,Unknown,0,0,Private Citizens & Property
456,2019-12-10,Afghanistan,Sholgara district,Taliban,4,0,Private Citizens & Property
457,2019-12-10,Iraq,Baghdad,Unknown,1,0,Private Citizens & Property
458,2019-12-10,Pakistan,Swat district,Unknown,0,0,Unknown
459,2019-12-10,Niger,Inates,Boko Haram,128,12,Military
460,2019-12-10,Afghanistan,Fayzabad district,Taliban,Unknown,Unknown,Private Citizens & Property
461,2019-12-10,Somalia,Mogadishu,Al-Shabaab,10,11,Business
462,2019-12-10,United States,Jersey City,Anti-Semitic extremists,5,3,Business
463,2019-12-09,Yemen,Shoqra,Southern Resistance Forces (SRF),Unknown,Unknown,Military
464,2019-12-09,Democratic Republic of the Congo,Butembo,Mayi Mayi,0,0,Business
465,2019-12-09,Somalia,Bosaso,Unknown,1,1,Military
466,2019-12-09,Libya,Zawiya,Unknown,0,0,Unknown
467,2019-12-09,Afghanistan,Adam Khan,Unknown,3,3,Police
468,2019-12-09,Afghanistan,Adam Khan,Taliban,6,0,Police
469,2019-12-09,Yemen,Sanaa,Houthi extremists (Ansar Allah),Unknown,Unknown,Government (General)
470,2019-12-09,Yemen,Sanaa,Houthi extremists (Ansar Allah),Unknown,Unknown,Business
471,2019-12-09,Mozambique,Muda Serracao,Renamo Military Junta,1,1,Transportation
472,2019-12-09,Sudan,Galabat,Unknown,Unknown,Unknown,Private Citizens & Property
473,2019-12-09,China,Hong Kong,Unknown,0,0,Educational Institution
474,2019-12-09,Niger,Tillia,Unknown,17,5,Military
475,2019-12-09,Afghanistan,Kunduz,Taliban,0,4,Private Citizens & Property
476,2019-12-09,Afghanistan,Chahar Dara district,Taliban,5,21,Police
477,2019-12-09,Iraq,Baghdad,Iran-backed militia,0,6,"Military,Military"
478,2019-12-09,Turkey,Idil,Kurdistan Workers' Party (PKK),2,7,Unknown
479,2019-12-09,Afghanistan,Toor Pul,Taliban,11,Unknown,Military
480,2019-12-08,Syria,Busayrah,Islamic State of Iraq and the Levant (ISIL),0,0,Business
481,2019-12-08,Democratic Republic of the Congo,Biakato,Unknown,0,0,Government (Diplomatic)
482,2019-12-08,Afghanistan,Jarbashi,Taliban,1,2,Military
483,2019-12-08,Afghanistan,Moghal,Taliban,1,3,Military
484,2019-12-08,Afghanistan,Darqad district,Taliban,1,3,Private Citizens & Property
485,2019-12-08,Afghanistan,Du-Juy,Taliban,2,3,Military
486,2019-12-08,Afghanistan,Majboor Abad,Taliban,2,2,Military
487,2019-12-08,Yemen,Sanaa,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
488,2019-12-08,Philippines,Lumangbayan,Unknown,0,1,Government (General)
489,2019-12-08,Iraq,Karbala,Unknown,1,1,Private Citizens & Property
490,2019-12-08,Afghanistan,Qarah Yatim,Unknown,0,3,Government (General)
491,2019-12-08,Philippines,Butuan,Unknown,1,0,Military
492,2019-12-08,Pakistan,Panjgur,Unknown,0,0,Military
493,2019-12-08,India,Pokhria,Maoists,0,0,"Government (General),Private Citizens & Property"
494,2019-12-08,India,Goilkera,Communist Party of India - Maoist (CPI-Maoist),0,0,Transportation
495,2019-12-08,Egypt,Al-Arash,Sinai Province of the Islamic State (suspected),1,2,Police
496,2019-12-07,Mali,Infigaren,Unknown,0,1,Military
497,2019-12-08,Yemen,Az Zahir district,Houthi extremists (Ansar Allah),0,1,Private Citizens & Property
498,2019-12-08,India,Tamar,Communist Party of India - Maoist (CPI-Maoist),0,2,Military
499,2019-12-08,Afghanistan,Sangin district,Taliban,9,2,Police
500,2019-12-09,Afghanistan,Nani,Taliban,6,0,Military
501,2019-12-08,Nigeria,Beni Shiek,Boko Haram,2,0,Military
502,2019-12-07,United States,Fayetteville,Anti-Police extremists,2,0,Police
503,2019-12-07,Cameroon,Tolkomari,Boko Haram,3,Unknown,Private Citizens & Property
504,2019-12-07,Yemen,Shaykh Uthman,Unknown,1,0,Military
505,2019-12-07,Iraq,Khanaqin district,Islamic State of Iraq and the Levant (ISIL),0,5,"Military,Police"
506,2019-12-07,Iraq,Abu al-Hrush,Islamic State of Iraq and the Levant (ISIL),1,0,Military
507,2019-12-07,Democratic Republic of the Congo,Dungu district,Lord's Resistance Army (LRA),Unknown,Unknown,Private Citizens & Property
508,2019-12-07,Colombia,Miranda,Revolutionary Armed Forces of Colombia (FARC) dissidents,0,0,"Police,Private Citizens & Property"
509,2019-12-07,Afghanistan,Kata Qala,Taliban,1,3,Police
510,2019-12-07,Iraq,Karbala,Unknown,0,0,Private Citizens & Property
511,2019-12-07,Yemen,Sanaa,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
512,2019-12-07,Iraq,Baghdad,Unknown,Unknown,Unknown,Private Citizens & Property
513,2019-12-07,Iraq,Danadish,Islamic State of Iraq and the Levant (ISIL),2,3,Military
514,2019-12-07,Yemen,At Tuhayta,Houthi extremists (Ansar Allah),Unknown,Unknown,Military
515,2019-12-07,Yemen,Tur,Houthi extremists (Ansar Allah),Unknown,Unknown,Military
516,2019-12-07,Yemen,At Tuhayta district,Houthi extremists (Ansar Allah),Unknown,Unknown,Military
517,2019-12-07,Yemen,Shaykh Uthman,"Adan-Abyan Province of the Islamic State,Al-Islah Party (suspected)",1,0,Terrorists/Non-state Militia
518,2019-12-07,Yemen,Ad Dabab,Al-Islah Party,Unknown,Unknown,Private Citizens & Property
519,2019-12-07,India,Sagipora,Unknown,0,0,Unknown
520,2019-12-07,Brazil,Betel,Unknown,2,2,Private Citizens & Property
521,2019-12-07,India,Gudshah,Unknown,0,0,Transportation
522,2019-12-07,Afghanistan,Ghulam Bai,Taliban,7,0,"Police,Terrorists/Non-state Militia"
523,2019-12-07,Afghanistan,Khwaja Sikandar,Taliban,4,3,Police
524,2019-12-07,Israel,Unknown,Unknown,0,3,Private Citizens & Property
525,2019-12-07,Pakistan,Lahore,Unknown,1,6,Religious Figures/Institutions
526,2019-12-07,India,Handwara,Unknown,0,0,Unknown
527,2019-12-07,India,Ghagra,Maoists,0,0,Transportation
528,2019-12-07,India,Jojohatu,Communist Party of India - Maoist (CPI-Maoist),0,2,Transportation
529,2019-12-07,India,Arki,Maoists,0,0,Government (General)
530,2019-12-07,Iraq,Najaf,Unknown,0,0,Government (General)
531,2019-12-07,Iraq,Najaf,Unknown,0,0,Government (General)
532,2019-12-07,Nigeria,Marte district,Boko Haram,1,Unknown,Military
533,2019-12-06,Democratic Republic of the Congo,Butembo,Mayi Mayi,0,0,Business
534,2019-12-06,Democratic Republic of the Congo,Kango,Cooperative for the Development of the Congo (CODECO) militia,3,Unknown,Private Citizens & Property
535,2019-12-06,Spain,Madrid,Indigenous People of Biafra (IPOB),0,0,Government (General)
536,2019-12-06,Myanmar,Kyauktaw,Arakan Army (AA),1,0,Military
537,2019-12-06,Iraq,Baghdad,Popular Mobilization Forces (Iraq) (suspected),24,Unknown,"Private Citizens & Property,Police"
538,2019-12-06,Yemen,At Tuhayta,Houthi extremists (Ansar Allah),Unknown,Unknown,Military
539,2019-12-06,Yemen,Hays,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
540,2019-12-06,Yemen,Rawdah,Unknown,2,1,Government (General)
541,2019-12-06,Iraq,Baghdad,Unknown,0,0,Journalists & Media
542,2019-12-06,Afghanistan,Qirghiz,Taliban,6,2,Police
543,2019-12-06,Afghanistan,Joyee Begum,Taliban,7,2,Police
544,2019-12-06,India,Imphal,Unknown,0,0,Business
545,2019-12-06,Spain,Madrid,Anti-Immigrant extremists,0,0,Private Citizens & Property
546,2019-12-06,Mozambique,Ingoane,Unknown,0,0,Private Citizens & Property
547,2019-12-06,Mozambique,Marere,Central Africa Province of the Islamic State,12,Unknown,"Private Citizens & Property,Military"
548,2019-12-06,United States,Pensacola,Al-Qaida in the Arabian Peninsula (AQAP),4,8,Military
549,2019-12-06,Iraq,Kirkuk,Unknown,1,2,"Police,Private Citizens & Property"
550,2019-12-06,India,Goilkera,Maoists,0,0,Police
551,2019-12-06,India,Kansra,Maoists,0,0,Private Citizens & Property
552,2019-12-06,Yemen,Azab,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
553,2019-12-06,Iraq,Baghdad,Popular Mobilization Forces (Iraq) (suspected),25,120,"Private Citizens & Property,Journalists & Media,Private Citizens & Property"
554,2019-12-06,Kenya,Mandera district,Al-Shabaab,10,6,"Transportation,Police"
555,2019-12-05,United States,Memphis,Conspiracy theory extremists,0,0,Telecommunication
556,2019-12-05,United States,Memphis,Conspiracy theory extremists,0,0,Telecommunication
557,2019-12-05,Democratic Republic of the Congo,Kolokoko,Allied Democratic Forces (ADF),3,0,Private Citizens & Property
558,2019-12-05,Philippines,Santa Rosa,Unknown,0,1,Government (General)
559,2019-12-05,India,Kolkata,Unknown,0,0,Transportation
560,2019-12-05,United States,El Paso,Unknown,0,0,Religious Figures/Institutions
561,2019-12-05,Iraq,Yathrib,Kata'ib Hezbollah,0,0,Military
562,2019-12-05,Mozambique,Muda Serracao,Renamo Military Junta,2,6,"Transportation,Private Citizens & Property"
563,2019-12-05,Bangladesh,Aranghata,Islamic State in Bangladesh,0,0,Police
564,2019-12-05,Mozambique,Ilala,Unknown,0,4,Private Citizens & Property
565,2019-12-05,Iraq,Kolajo,Islamic State of Iraq and the Levant (ISIL),3,2,Military
566,2019-12-05,Cameroon,Mbreche,Boko Haram,3,Unknown,Private Citizens & Property
567,2019-12-05,Afghanistan,Kandahar,Unknown,1,0,Police
568,2019-12-05,Democratic Republic of the Congo,Beni,Allied Democratic Forces (ADF),0,3,Private Citizens & Property
569,2019-12-05,Democratic Republic of the Congo,Mantumbi,Allied Democratic Forces (ADF),14,0,Private Citizens & Property
